,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
10,,ПроКонсалт,,"Обязанности:  обеспечивает исправное состояние, безаварийную и надежную работу обслуживаемых устройств и оборудования, правильную их эксплуатацию, своевременный качественный ремонт и модернизацию в соответствии с инструкциями по техническому обслуживанию, утвержденными чертежами и схемами, действующими техническими условиями и нормами; - изучает условия работы устройств, выявляет причины преждевременного износа, принимает меры по их предупреждению и устранению; -Программирование контроллеров ОВЕН, B&amp;R и Schneider Electric    ",Полная занятость,От 1 года до 3 лет,,55000,Чтение электросхем,2020-12-18T10:46:25+0300,Требования:  Высшее профессиональное техническое образование    ,Полный день,Техническое обслуживание|Чтение электросхем|,"Обязанности:  обеспечивает исправное состояние, безаварийную и надежную работу обслуживаемых устройств и оборудования, правильную их эксплуатацию, своевременный качественный ремонт и модернизацию в соответствии с инструкциями по техническому обслуживанию, утвержденными чертежами и схемами, действующими техническими условиями и нормами; - изучает условия работы устройств, выявляет причины преждевременного износа, принимает меры по их предупреждению и устранению; -Программирование контроллеров ОВЕН, B&amp;R и Schneider Electric    "
11,Тюмень,Почта России,,"Обязанности: сопровождение 1С-Предприятие, работа с партиями,  закрытие периода,  обновление, сопровождение, настройка отчетов  ",Полная занятость,От 1 года до 3 лет,,34000,1С: Предприятие,2020-12-09T14:17:54+0300,Требования: Высшее образование Опыт работы от 2 лет  ,Полный день,1С: Документооборот|MS PowerPoint|Планирование карьеры|1С: Предприятие|,"Условия: Ставка временная (на время декрета основного работника)Стабильно работающая организация федерального уровня;График работы: пн-пт 8.30-17.30Официальное трудоустройство согласно ТК РФ;Полугодовое премирование 75% от оклада - по результатам работы предприятия;Соц.пакет в соответствии с Коллективным договором;Профессиональный и карьерный рост;Удобное месторасположение - центр города, доступны все виды общественного транспорта.  "
12,Тюмень,Урало-Сибирская Теплоэнергетическая компания,,"Обязанности: Организация работы сектора: планирование деятельности, планирование ресурсов, контроль своевременности выполнения работ.Организация своевременного рассмотрения и согласования заявок на изменение информационных систем. Контроль исполнения утвержденных заявок по времени и качеству.Организация ввода и приема в эксплуатацию вычислительных и информационных систем и обеспечение их эксплуатации.Организация подготовки необходимой документации, технических заданий на разработку/доработку/изменение отдельных компонентов информационных систем.Организация подготовки необходимой документации, технических заданий для закупки на основании потребностей функциональных подразделений. ",Полная занятость,От 3 до 6 лет,,,1С программирование,2020-12-14T13:24:08+0300,"Требования: Высшее (техническое) образование.Релевантный опыт работы не менее 3 лет.Хорошее знание платформы 1С: Предприятие 8 (обычные/управляемые) формы.Опыт построения планов работ и их распределения в команде, опыт работы с системами версионирования кода (gitlab) и трек листами (trello).Навыки: самостоятельного проектирования и разработки систем на платформе 1С;написания технической документации;администрирования MSSQL. Ответственность, коммуникабельность, аккуратность, целеустремленность. ",Полный день,1С программирование|,"Условия: Работа в крупной теплоэнергетической компании.Официальное трудоустройство согласно ТК РФ, официальная заработная плата.Уровень заработной платы обсуждается индивидуально по результатам собеседования.График работы: 5/2 с 08.00 до 17.00, обед с 12.00 до 13.00, сб, вс - выходные.Соц.пакет, ДМС."
13,Тюмень,Центр нормативно-технической документации,,Обязанности: Проведение презентаций профессиональной справочной системы системы &quot;Техэксперт&quot;Подготовка коммерческих предложений и выставление счетовЗаключение договоровВедение сделки до оплаты ,Полная занятость,Нет опыта,,25000,Ориентация на результат,2021-01-08T10:11:13+0300,"Требования: Грамотная речь, умение вести переговорыКоммуникабельностьОбучаемостьСтрессоустойчивостьУверенный пользователь ПКОриентация на результат ",Полный день,Ведение переговоров|Заключение договоров|Грамотная речь|Пользователь ПК|Управление продажами|Проведение презентаций|Телефонные переговоры|Ориентация на результат|,Условия: Наша компания является дистрибьютором информационно-правового Консорциума &quot;КОДЕКС&quot; (г. Санкт-Петербург). Консорциум создан в 1991 г.Дистрибьюторская партнерская сеть состоит из более 200 филиалов в 99 городах РоссииМы работаем в Тюмени более 14 летРаботаем с успешными компаниями разных сегментов рынка в различных регионах страныРабота в офисе. Оборудованное рабочее местоОбучение перед началом работыВозможность карьерного ростаПятидневная рабочая неделяСвоевременная выплата заработной платы 2 раза в месяцНеограниченный доход
14,Тюмень,ЭНКО ГРУПП,,"Обязанности:  Разработка сетевой архитектуры предприятия Настройка оборудования L3, L2 Cisco, MIKROTIK Настройка программных/аппаратных сетевых экранов, разграничение прав доступа Выполнение задач по настройке VoIP оборудования; Руководство монтажными работами СКС на объектах; Составление документации Мониторинг ЛВС, поиск неисправностей, их устранение, анализ причин;   ",Полная занятость,От 3 до 6 лет,,80000,Проектирование ЛВС,2020-12-15T10:34:42+0300,"Требования:  Высшее техническое образование; Опыт работы в должности сетевого администратора или системного администратора от 5 лет; Опыт эксплуатации и настройки сетевого оборудования: коммутаторы (Cisco, Mikrotik, Huawei), маршрутизаторы (Cisco, Mikrotik); Знание и понимание принципов построения сетей передачи данных, модели: OSI/ISO; Знания в области сетевых технологий, протоколов маршрутизации (OSPF, BGP), технологий коммутации (VLAN, LACP), понимание принципов работы DHCP, NAT, построения отказоустойчивых VPN с динамической маршрутизацией (IPSec, GRE); Построение отказоустойчивых кластеров маршрутизации (IST, RSMLT, vPC, ECMP), опыт создания DMZ, Cisco ASA, firepower. Опыт работы с оборудованием VoIP ( Cisco, Yealink, Asterisk); Опыт работы с системами мониторинга Zabbix     Приветствуются знания и навыки : администрирование кластеров Hyper-V, управление серверами Windows Server 2012-2019, AD, Schema, DHCP, DNS, сертификация CCNA/CCNP.   Активная позиция в достижении поставленных задач; ответственность и дисциплинированность в работе;     ",Полный день,Cisco|Администрирование сетевого оборудования|TCP/IP|VPN|VoIP|Hyper-V|LAN|Windows Server 2008 R2|Проектирование ЛВС|,"Условия:  Корпоративная мобильная связь Частичная компенсация стоимости фитнеса Медицинское страхование График работы: пн-пт: 09.00-18.00 Официальное трудоустройство согласно ТК РФ. Белая заработная плата, 14 окладов в год.  "
15,,Строительный Двор,Более ,,Полная занятость,От 1 года до 3 лет,,,PostgreSQL,2020-12-18T14:18:03+0300,,Полный день,Python|Django Framework|PostgreSQL|,"Предлагаемые условия: полностью &quot;белая&quot; заработная плата, уровень обсуждается на собеседовании;официальное трудоустройство по ТК РФ с первого рабочего дня;гибкий график с периодической возможностью удалённой работы;система наставничества и обучения на период испытательного срока (3 месяца);возможность посещать конференции, митапы и другие мероприятия за счет компании;насыщенная корпоративная культура: праздничные мероприятия, тимбилдинги, дни настольных игр;комфортный офис (корпоративная столовая, удобные переговорки, кофе-зоны). "
16,,easydatafeed,"Shopping Cart Elite - американская IT компания, которая предлагает полноценное решение для электронной коммерции, а также инструменты и функции, помогающие предприятиям создавать и управлять своими интернет-магазинами. Сейчас ищем Senior .NET software developer. ",,Полная занятость,От 3 до 6 лет,291606,255224,MS SQL Server,2020-12-22T21:17:12+0300,"Требования: - 3+ года практического опыта работы с SQL Server - 5+ лет опыта в программировании системных сервисов Windows - 5+ лет опыта работы с .NET - Более 5 лет практического использования ASP.NET framework. По крайней мере, один опыт полного жизненного цикла проекта (дизайн, модель, проверка концепции, разработка. бета-тестирование, выпуск в производство и обучение пользователей после запуска проекта). Зарплата 3500 долларов. В индивидуальном порядке возможна оплата по договоренности.  ",Удаленная работа,C#|ASP.NET|.NET Framework|SQL|MS SQL Server|,
17,,Академия осознанного мышления Ольги Коробейниковой,,,Полная занятость,От 1 года до 3 лет,,50000,Internet Marketing,2020-12-19T12:33:23+0300,,Полный день,Дистанционное обучение|Google Analytics|Мобильность|Маркетинговые коммуникации|Управление интернет-проектами|Internet Marketing|,
18,Тюмень,Легаси,"<em>Меня зовут Сергей Бондаренко, я руковожу Legacy. Ищу ответственного и сильного PR-менеджера, который не боится работать руками.</em> <em>Мы – №1 eCommerce-агентство в Тюмени, специализируемся на комплексных интернет проектах для торговых компаний и создании веб-сервисов.</em> <em>В связи с активным развитием нашей компании мы находимся в поисках Менеджера на направление PR и продвижения HR-бренда.</em> ",,Полная занятость,От 3 до 6 лет,,,Внутренние коммуникации,2020-12-25T15:07:59+0300,"Требования: диплом журналиста, филолога, маркетолога, специалиста по связям с общественностью или диплом смежных специализаций; кругозор в области IT, digital и интернета;  умение писать грамотно, быстро и в разных стилях;  умение быстро найти нужную информацию;  умение вести эффективную коммуникацию: как неформальную, так и деловую;  умение отстаивать свою точку зрения;  автономность (вы должны уметь добиваться своих целей);  понимание принципов работы в социальных сетях (ведение сообществ).  ",Полный день,Social Media Marketing|Копирайтинг|Продвижение бренда|Публичные выступления|Грамотность|Интернет-реклама|Маркетинговые коммуникации|Развитие бренда|Коммуникативная стратегия|Разработка маркетинговой стратегии|Ведение групп в социальных сетях|Бренд-менеджмент|Анализ PR стратегии конкурентов|Внутренние коммуникации|,
19,,Радио 7,,Обязанности:  Знание и умение работы со звуковой и радиоаппаратурой.  Первичная настройка звукового оборудования.  Пайка и ремонт звукового оборудования.  Навыки работы с компьютерной сетью.  Администрирование компьютерного оборудования и программного обеспечения.  ,Полная занятость,От 1 года до 3 лет,,25000,Windows 7,2020-12-14T12:51:43+0300,Требования: опыт работы не менее 3 летответственность,Полный день,Ремонт ПК|Настройка ПК|Настройка сетевых подключений|Windows 7|,
20,Тюмень,Систем-Консалт,,,Полная занятость,От 1 года до 3 лет,,40000,Опыт написания кода,2020-12-14T11:46:00+0300,"Требования: опыт работы в данном направлении деятельности более года;высшее образование;опыт ведения деловых переговоров, в т.ч. по телефону, эл. почте;грамотная письменная и устная речь;самостоятельность, инициативность;желательны знания в области делопроизводства;умение работать в команде;нацеленность на помощь клиентам. ",Полный день,Directum|Администрирование|Аналитическое мышление|PowerShell|Работа в команде|Консультирование клиентов|Техническая поддержка|Тестирование|The Bat|Составление инструкций|Опыт написания кода|,
21,Тюмень,Торговый дом Сафари,,"Обязанности: Размещение и редактирование информации о товаре на сайтеОбработка поступающих звонков и заказовКонсультирование покупателей по товару, наличию, ценам, скидкам и акциям, по доставке, по способам оплаты, по гарантийному обслуживаниюОрганизация доставки, самовывоза заказов покупателямПодготовка документов на отгрузкуКонтроль поступления оплаты от покупателей, отгрузок заказов покупателям, получение документов от покупателейИнформирование постоянных покупателей о новинках ассортимента и акциях по e-mail ",Полная занятость,От 1 года до 3 лет,,25000,MS Outlook,2020-12-24T16:14:18+0300,"Требования:  образование высшее  опыт работы от 1 лет в аналогичной должности  знание программ 1 С торговля и склад (11 версия), Bitrix  грамотная речь  умение работать без ошибок  уверенный пользователь ПК  стрессоустойчивость  внимательность  ответственность  оперативность  ",Полный день,Пользователь ПК|1С-Битрикс|Грамотная речь|Internet|1С: Торговля и склад|Работа с базами данных|Консультирование|входящие звонки|Работа с большим объемом информации|Электронная почта|Поиск информации в интернет|Работа с документами|MS Word|MS Outlook|,"Условия:  официальное трудоустройство, согласно ТК РФ  полный соц. пакет  пятидневная рабочая неделя  корпоративная сотовая связь  Место работы: г.Тюмень, ул. Мельникайте 54/1 "
