,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
11,,Магазин одежды Katardi,"В сеть магазинов мужской одежды Katardi (3 магазина и планируются открытия по РФ) требуется таргетолог. Приглашаем специалиста, который хочет учиться и развиваться, а также готов осваивать новые способы ведения рекламных кампаний! От нас - постоянное обучение, интересные задачи! Подробнее - информация ниже! ","Обязанности: Разработка стратегии, создание и ежедневный контроль рекламных кампаний (FB, ВК) Аналитика рекламной кампании Проведение А/В тестирований Создание графических и текстовых материалов в рамках рекламных кампаний ",Полная занятость,От 1 года до 3 лет,,,Adobe Illustrator,2021-01-09T21:51:50+0300,"Требования: Знание систем аналитики ( Яндекс.Метрика, Google.Analytics,Facebook Analytics) Умение работать с рекламными кабинетами Facebook, Вконтакте Уметь отслеживать и отключать неэффективные рекламные объявления, аудитории, сегменты, устройства Владение навыками смм, копирайтинга Понимание работ парсеров в ВК Умение подбирать рабочие форматы рекламы ",Полный день,Adobe Photoshop|Копирайтинг|Интернет-реклама|Реклама|Аналитическое мышление|Яндекс.Метрика|Проведение тестирований|Google Analytics|Adobe Illustrator|,"Условия: Работа в офисе и дистанционно Своевременные выплаты заработной платы. Четкое выполнение всех договоренностей и обязательств. Отличное настроение гарантировано даже по понедельникам! Мы зарекомендовали себя на рынке уже как перспективная сеть магазинов с новым подходом к рекламе, маркетингу. Ждем в команду энергичного, вдохновлённого специалиста, который любит свою работу!"
12,КРАСНОДАР,Портал-Юг,"Мы предлагаем обучиться в компании и работать с более чем 3300 постоянными клиентами Компании Портал-Юг по сопровождению программных продуктов 1С начинающим техническим специалистам. Обучение профессии бесплатное, в рамках корпоративного обучения. ","Обязанности: оказание сервисов по 1С:ИТС, удаленное консультированиеобновление и техподдержка программ 1Сустановка баз данных информационной системы и ознакомление клиентов с ее новыми материаламиобучение клиентов работе с ИТС ПРОФподключение сервисов ИТС ",Полная занятость,Нет опыта,,,Специалист по работе с программами (сервис-инженер ИТС),2020-12-30T11:22:50+0300,"Требования: желание развиваться в IT-сфере как по горизонтальной лестнице (ведущий специалист), так и освоить новые профессии программиста 1С, инженера по системной интеграцииобразование техническоепрофессиональные знания, навыки",Полный день,,"Условия: пятидневка, полная занятость, удаленная работаофициальное оформление по Трудовому Кодексу (возможность совмещать учебу и работу)1 месяц - ученический договор, стипендия во время ученического договора 12 700р.далее з/п сдельно-премиальная из расчета оплаты за клиента, на 0,5 ставки, возможность совмещать учебу и работу (для студентов)корпоративное обучение в течение всего периода работы в компании&quot;плюшки&quot;: бесплатный чай и кофе, если ты находишься в офисе, возмещение затрат на спорт, если ты занимаешься спортом в специализированных учреждениях и пр., бесплатная диагностика и лечение сотрудников в рамках добровольного медицинского страхования, а также музыкальные караоке-вечера, велопрогулки и даже велопутешествия, туристические походы, веселые корпоративы."
13,,Институт Развития Персонифицированных Систем Управления,,Обязанности: участие в разработке средних проектов в составе команды. ,Полная занятость,От 1 года до 3 лет,,62000,php7,2021-01-09T08:37:15+0300,"Требования: надежность;готовность к решению новых задач;отличное знание матчасти;git;MySQL;PSR-*, MVC, DRY, YAGNI, SOLID;для демонстрации вышеуказанных навыков потребуется выполнить тестовое задание: https://github.com/IRPSU/test;ценятся: опыт работы в команде, опыт коммерческой разработки, опыт в написании unit-тестов, высокая математическая грамотность, es6, webpack, docker, mongoDB, знание linux (несомненные плюсы, но необязательные условия). ",Удаленная работа,laravel|Git|MySQL|php7|,"Требования: надежность;готовность к решению новых задач;отличное знание матчасти;git;MySQL;PSR-*, MVC, DRY, YAGNI, SOLID;для демонстрации вышеуказанных навыков потребуется выполнить тестовое задание: https://github.com/IRPSU/test;ценятся: опыт работы в команде, опыт коммерческой разработки, опыт в написании unit-тестов, высокая математическая грамотность, es6, webpack, docker, mongoDB, знание linux (несомненные плюсы, но необязательные условия). "
14,,Ростелеком - Центры обработки данных,<em>Департамент эксплуатации федеральных интеграционных решений в поиске ,,Полная занятость,От 1 года до 3 лет,,,ITIL,2020-12-24T11:09:52+0300,,Полный день,Управление проектами|Деловая коммуникация|Ориентация на результат|Cloud|ITSM|ITIL|,"Условия: Официальное трудоустройство по ТК РФСтабильная достойная заработная платаГрафик работы 5/2 с пн-пт, гибкое начало дняУдалённая работа (до нового года точно, дальше - по желанию)Ежеквартальные премииСоциальный пакет (ДМС, оплата мобильной связи)Возможность работать на одних из самых крупных федеральных проектах страны: электронное правительство gosuslugi, национальная облачная платформа cloud.rt"
15,Краснодар,DataArt,"QA Automation with Appium, Financial Services О работе DataArt — международная компания, разработчик программного обеспечения. Больше 20 лет опыта, сильные команды инженеров из разных стран, глубокие знания в разных областях бизнеса и готовность вкладывать силы в профессиональное развитие и образование коллег — все это позволяет нам создавать нестандартные решения, которые улучшают бизнес-процессы клиентов и открывают для них новые рынки. DataArt собирает команду проекта, в котором планируется разработка системы комплексных технологических решений для банка. Клиент – группа компаний-поставщиков финансовых услуг одного из крупнейших конгломератов в Карибском бассейне. Проект находится в фазе MVP. ",,Полная занятость,От 3 до 6 лет,,,QA Automation with Appium (Financial Services),2020-12-25T18:40:56+0300,"Требования Опыт автоматизированного тестирования не менее 4-х лет, умение работать со средствами автоматизации (Appium).Знание видов тестов и способов их организации в процессе тестирования различных приложений, навыки ведения тестовой документации (тест-планы, тест-кейсы и пр.).Знание основ баз данных и навыки работы с реляционными базами данных. ",Гибкий график,,
16,,РОСТСЕЛЬМАШ,,Обязанности: Участие в разработке электронных систем для сельскохозяйственной техникиУчастие в формировании ТТ на разработку п/оНаписание нового и модификация существующего п/о для ОС LinuxМодификация и сборка образа ОС LinuxНаписание вспомогательного п/о под ОС WindowsПроведение испытаний и отработка выбранных программных решенийСогласование работы с другими участниками проектаСоздание и корректирование КД на п/оУчастие в проведении испытаний электронных систем СХТ ,Полная занятость,От 3 до 6 лет,,,Английский язык,2020-12-23T11:50:18+0300,"Требования: Доскональное знание C, C++Опыт написания п/о под Windows/Linux (не менее 5 лет)Опыт модификации и сборки образов ОС Linux из исходниковОпыт разработки многопоточных приложенийГотовность работать с существующими исходными кодамиГотовность к изучению новых процессоров, ОС и сред разработкиНаписание понятных, хорошо комментированных и документированных исходных кодовОпыт работы с системами контроля версийУмение пользоваться аппаратными и программными отладчикамиУмение читать электрические принципиальные схемыАнглийский язык достаточный для чтения технической документацииУмение ладить с коллективом, общительность, неконфликтность ",Полный день,Java|C++|Linux|Delphi|Английский язык|,Условия: Работа в г. Ростов-на-Дону - 
17,,Кубанский экологический центр,"Обязанности: разработка проектной документации в сфере экологии;оформление паспортов на опасные отходы;расчет платы за негативное воздействие на окружающую среду;экологическое сопровождение;привлечение новых клиентов;работа с базами данных; Требования: знание программы &quot;Эко-Эксперт&quot;;знание программы Windows, Microsoft Office; Условия: работа в офисе по адресу: г. Краснодар, ул.Краснаяредкие командировкиоплата труда - оклад+бонус","Обязанности: разработка проектной документации в сфере экологии;оформление паспортов на опасные отходы;расчет платы за негативное воздействие на окружающую среду;экологическое сопровождение;привлечение новых клиентов;работа с базами данных; Требования: знание программы &quot;Эко-Эксперт&quot;;знание программы Windows, Microsoft Office; Условия: работа в офисе по адресу: г. Краснодар, ул.Краснаяредкие командировкиоплата труда - оклад+бонус",Полная занятость,От 1 года до 3 лет,,,Инженер-эколог,2020-12-10T12:57:45+0300,"Обязанности: разработка проектной документации в сфере экологии;оформление паспортов на опасные отходы;расчет платы за негативное воздействие на окружающую среду;экологическое сопровождение;привлечение новых клиентов;работа с базами данных; Требования: знание программы &quot;Эко-Эксперт&quot;;знание программы Windows, Microsoft Office; Условия: работа в офисе по адресу: г. Краснодар, ул.Краснаяредкие командировкиоплата труда - оклад+бонус",Полный день,,"Обязанности: разработка проектной документации в сфере экологии;оформление паспортов на опасные отходы;расчет платы за негативное воздействие на окружающую среду;экологическое сопровождение;привлечение новых клиентов;работа с базами данных; Требования: знание программы &quot;Эко-Эксперт&quot;;знание программы Windows, Microsoft Office; Условия: работа в офисе по адресу: г. Краснодар, ул.Краснаяредкие командировкиоплата труда - оклад+бонус"
18,Краснодар,МТС,"В ПАО «МТС» открыта вакансия Старшего инженера эксплуатации информационных систем. Нашей задачей является эксплуатация биллинговой системы абонентов мобильного сегмента. В рамках эксплуатации мы занимаемся решением инцидентов и проблем, производим изменения, обеспечиваем поддержку в режиме 24/7. ",,Полная занятость,От 1 года до 3 лет,,,PL/SQL,2020-12-31T14:53:20+0300,,Полный день,PostgreSQL|ORACLE|SQL|PL/SQL|,
19,Краснодар,DataArt,"О работе Клиент DataArt — лидер рынка разработки программного обеспечения DNS-серверов для управления трафиком. Созданные этой компанией DNS подключаются через API к инструментам с использованием современных DevOps-принципов. Это обеспечивает надежность и производительность приложений. Среди клиентов компании: Salesforce, LinkedIn, Squarespace и Dropbox. Мы ищем специалиста, который будет заниматься тестированием кода, применять существующие технические решения и внедрять новые для обеспечения качества инструментов и систем, которые работают на базе платформы управления трафиком. Требования Опыт мануального тестирования веб-приложений.Опыт мануального/ Postman тестирования REST API.Умение писать автоматизированные тесты Nightwatch / Selenium для веб-приложения.Умение писать автоматизированные тесты Cucumber / Behave для API с использованием Python.Опыт работы с Docker.Опыт работы с Git.Хорошие коммуникативные навыки.Разговорный английский. ",,Полная занятость,От 1 года до 3 лет,,,"QA Automation Engineer, Traffic Management Solutions",2020-12-25T18:40:57+0300,"О работе Клиент DataArt — лидер рынка разработки программного обеспечения DNS-серверов для управления трафиком. Созданные этой компанией DNS подключаются через API к инструментам с использованием современных DevOps-принципов. Это обеспечивает надежность и производительность приложений. Среди клиентов компании: Salesforce, LinkedIn, Squarespace и Dropbox. Мы ищем специалиста, который будет заниматься тестированием кода, применять существующие технические решения и внедрять новые для обеспечения качества инструментов и систем, которые работают на базе платформы управления трафиком. Требования Опыт мануального тестирования веб-приложений.Опыт мануального/ Postman тестирования REST API.Умение писать автоматизированные тесты Nightwatch / Selenium для веб-приложения.Умение писать автоматизированные тесты Cucumber / Behave для API с использованием Python.Опыт работы с Docker.Опыт работы с Git.Хорошие коммуникативные навыки.Разговорный английский. ",Гибкий график,,
20,,Гелиос,,"Обязанности Мы ищем крутого, не боящегося работы, сотрудника:<br /><br />специалиста который знает SQL и знаком с Java, node.js для службы поддержки клиентов и подписчиков с технической базой в части компьютерной грамотности, который:<br /><br />Помогает пользователям с возникающими проблемами по получению с момента поступления заявки до момента, когда клиент получил желаемое.<br /><br />Отвечает на вопросы организационного характера, перенаправляет заявки на менеджеров.<br /><br />Решает конфликтные ситуации, возникающие как по нашей вине, так и по причинам, возникшим со стороны пользователя.<br /><br />Взаимодействует с пользователями по нескольким каналам связи: helpdesk (почта, ВК, ФБ, телеграм, онлайн чат), телефон (входящие и исходящие звонки - не продажи!), youtube, и комментарии.<br /><br />Может самостоятельно идентифицировать проблему, из-за которой произошел сбой. <br />Требования к кандидату Высшее/среднее образование по специальностям напрямую связанными с ИТ, программированием и прочими специальностями, дающим возможность работать по специальности &quot;Программист&quot;.<br />хорошо организованное собственное рабочее место (тишина, быстрый компьютер, кабельный интернет)<br />быстрая обучаемость.",Полная занятость,От 1 года до 3 лет,35000,10000,Linux,2021-01-08T11:40:54+0300,"Обязанности Мы ищем крутого, не боящегося работы, сотрудника:<br /><br />специалиста который знает SQL и знаком с Java, node.js для службы поддержки клиентов и подписчиков с технической базой в части компьютерной грамотности, который:<br /><br />Помогает пользователям с возникающими проблемами по получению с момента поступления заявки до момента, когда клиент получил желаемое.<br /><br />Отвечает на вопросы организационного характера, перенаправляет заявки на менеджеров.<br /><br />Решает конфликтные ситуации, возникающие как по нашей вине, так и по причинам, возникшим со стороны пользователя.<br /><br />Взаимодействует с пользователями по нескольким каналам связи: helpdesk (почта, ВК, ФБ, телеграм, онлайн чат), телефон (входящие и исходящие звонки - не продажи!), youtube, и комментарии.<br /><br />Может самостоятельно идентифицировать проблему, из-за которой произошел сбой. <br />Требования к кандидату Высшее/среднее образование по специальностям напрямую связанными с ИТ, программированием и прочими специальностями, дающим возможность работать по специальности &quot;Программист&quot;.<br />хорошо организованное собственное рабочее место (тишина, быстрый компьютер, кабельный интернет)<br />быстрая обучаемость.",Удаленная работа,Java|SQL|Базы данных|Linux|,
