,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
10,Екатеринбург,"Промэлектроника, Научно-производственный центр","Научно-производственный центр «Промэлектроника» - российская компания на рынке современных средств железнодорожной автоматики и телемеханики, обеспечивающая полный жизненный цикл внедряемых систем. Уже 28 лет наши системы обеспечивают безопасность движения поездов на магистральных железных дорогах, подъездных путях промышленных предприятий и в метрополитене, не только на территории Российской Федерации, также в странах СНГ, Китае, Корее, Малайзии и Индонезии. ",,Полная занятость,От 1 года до 3 лет,,,1С программирование,2021-01-07T09:13:00+0300,,Полный день,1С: Предприятие 8|1С: Управление предприятием|ERP|ERP-системы на базе 1С|1С программирование|,
11,Екатеринбург,"Монетка, Торговая сеть",,,Полная занятость,От 3 до 6 лет,,,qlik sense,2020-12-15T14:18:39+0300,,Полный день,ORACLE|SQL|Oracle Pl/SQL|Cognos|qlik view|qlik sense|,"Условия: · Работа в стабильной, крупной и активно развивающейся компании, «белый» работодатель. · Возможность выбора графика работы с 8 ч. до 17 ч./с 9 ч. до 18 ч./ с 10 ч. до 19 ч. при пятидневной рабочей неделе (суббота, воскресенье – выходной). · Официальная стабильная заработная плата (авансовые выплаты и расчет). · Трудоустройство и соц. пакет согласно ТК РФ. · Офис в Ботаническом районе (напротив ТЦ «Дирижабль», м. Ботаническая).   "
12,Екатеринбург,СКБ Контур,"СКБ Контур — крупнейший в России разработчик программного обеспечения для бизнеса. Наши программы сохраняют время, деньги и нервные клетки бизнесменам и их сотрудникам по всей стране. Мы 31 год на рынке, нашими продуктами пользуется каждая четвертая компания в стране. С нами Росатом, «Магнит», РЖД, «Евросеть» и еще 2,1 млн клиентов. В Контуре продуктовая, а не заказная разработка. Мы постоянно экспериментируем, развиваем наши сервисы и запускаем новые. Без лишней скромности это отлично у нас получается. Чтобы не снижать скорость, нам требуются новые сотрудники. Мы ищем опытного прикладного или начинающего разработчика в проект для автоматизации кадрового учета — Контур.Персонал https://kontur.ru/kontur-personal. Контур.Персонал — программа для автоматизации кадрового учёта. У нас есть отраслевые версии для медицины, образования, государственной и муниципальной службы. Кроме того, в программу заложена идеология кастомизации - практически любой процесс можно настроить под специфику работы пользователя. Проект существует 20 лет. За это время он вырос из дополнения к Контур.Зарплате https://kontur.ru/kontur-zarplata в самостоятельный продукт, которым пользуются бюджетные и коммерческие организации по всей стране, от Сахалина до Крыма. Программа развивается в нескольких направлениях: расширение функциональности, интеграция с другими программами и сервисами, улучшение интерфейса. Ядро проекта написано на собственной инструментальной платформе Актив. Сложную и гибкую бизнес-логику пишем на языке VBA — это язык платформы, а большие данные храним и обрабатываем в Microsoft SQL. У проекта есть собственные команды разработки, внедрения и технической поддержки. Команда разработки состоит из менеджера проекта, аналитика, 3-х разработчиков и 2-х тестировщиков. ",,Полная занятость,От 1 года до 3 лет,,,MS SQL,2020-12-21T12:42:20+0300,,Гибкий график,SQL|VBA|MS SQL|,
13,Екатеринбург,Экстрим про,,,Полная занятость,От 1 года до 3 лет,,,Специалист технической поддержки (ИБ),2021-01-09T12:27:54+0300,,Гибкий график,,
14,,Он-Лайн,В связи ,,Полная занятость,От 1 года до 3 лет,80000,40000,Навыки телефонных продаж,2021-01-07T22:32:10+0300,,Полный день,Деловое общение|Ориентация на результат|Сопровождение клиентов|Оценка потребностей клиентов|работа в CRM|Консультативные продажи|Навыки работы с возражениями|Клиентоориентированность|Активные продажи|Ориентация на клиента|Навыки телефонных продаж|,Условия: оклад 30 000 руб. + премия (по результатам выполнения личного плана продаж и показателей KPI) .
15,Екатеринбург,"МОТИВ, телекоммуникационная группа",,,Полная занятость,От 1 года до 3 лет,,,DWDM,2020-12-29T14:56:30+0300,,Полный день,SDH|DWDM|,
16,,Эмбедика,"Привет! Наша компания создает системы поиска и анализа документов, а также решает сложные data science задачи. Мы – команда инженеров, аналитиков и юристов, которые исследуют данные и разрабатывают корпоративные решения, чтобы сделать работу профессионалов проще и эффективнее. Мы тесно сотрудничаем с центром исследования больших данных НИТУ «МИСиС», что помогает нам делать не просто хорошие, но и по-настоящему современные решения. Сейчас в команду мы ищем бекенд разработчика на языке Scala. Команда длительное время использует стек технологий и готова ему обучать, поэтому нам не так важно глубокое знание определенного стека, в первую очередь нам важен опыт разработки и стремление к изучению новых технологий. ",,Полная занятость,От 1 года до 3 лет,140000,110000,C#,2020-12-08T09:38:56+0300,"Минимальные требования:  Опыт использования одного из языков программирования от 1 года: Scala, C#, Java  Опыт использования баз данных (SQL)  Ответственность, коммуникативность  Опыт работы в команде  Опыт использования Git  ",Полный день,SCALA|Git|Java|PostgreSQL|C#|,
17,,Dostavista Global,,,Полная занятость,От 3 до 6 лет,,250000,Kotlin,2020-12-28T12:51:24+0300,,Удаленная работа,Java|Android|Mobile Development|Kotlin|,
18,Екатеринбург,NAUMEN,,"Обязанности: тестирование-аудит java web-based application по «черному», «серому» и «белому» ящику;обеспечение информационной безопасности в департаменте занимающимся разработкой ПО;создание регламентов для тимлидов, разработчиков, бизнеса;контроль выполнения и применения регламентов. ",Полная занятость,От 1 года до 3 лет,,,Java Servlets,2021-01-09T09:40:49+0300,Требования: высшее образование по информационной/компьютерной безопасности;опыт работы в области информационной безопасности web-приложений от 1-2 лет;знание какого-либо языка программирования (Java в приоритете). ,Полный день,Java|Git|SQL|XML|Java Servlets|,
19,Екатеринбург,СКБ ЛАБ,,,Полная занятость,От 1 года до 3 лет,,,API,2021-01-08T12:14:08+0300,,Полный день,Python|SQL|Java|QA|Тестирование|API|,
20,,2ГИС,"У нас открыта вакансия middle-разработчика на C++ в команду Navi. Мы работаем над новым большим проектом и ищем крутых разработчиков, которые своими решениями будут влиять на его успех. Подробнее о проекте — на dev.2gis.ru. Ты будешь работать в команде, которая отвечает за транспортные сценарии в 2ГИС. Ежемесячная аудитория наших сервисов — 30 миллионов человек. Пробки, поиск проезда, выбор такси и прогулки — это всё наше. Если смотреть глубже, то там ещё внутренние расчетные задачи, различные транспортные API и грандиозные планы по захвату мира. ",,Полная занятость,От 1 года до 3 лет,,,STL,2020-12-12T14:39:25+0300,"Подробнее о задачах<br />Задачи максимально интересные:  запускать новые проекты;  писать код, который собирается под десяток разных платформ;  оптимизировать его как для многопоточных бэкэндов с требованиями укладываться в миллисекунды, так и под жесткие ограничения мобильных платформ;  работать с гигабайтами данных и графами размером в десятки миллионов вершин;  разрабатывать и оптимизировать существующие форматы данных;  применять как классические алгоритмы и структуры данных, так и разрабатывать собственные.  ",Полный день,ООП|C++|STL|,
21,,МТС,,,Полная занятость,Нет опыта,,35000,Монтаж оборудования,2020-12-30T10:48:39+0300,,Сменный график,Пользователь ПК|Заключение договоров|Монтаж оборудования|,
22,,ГАУЗ СО Свердловская областная клиническая больница №1,,"Обязанности:  Администрирование контроллера домена, серверного оборудования, средств защиты  Установка и настройка средств криптографической защиты информации  Формирование отчетов, запросов  Работа с пользователями  ",Полная занятость,Нет опыта,,43000,Аналитическое мышление,2020-12-24T06:41:24+0300,Требования: Высшее техническое образованиеОпыт работы от 1 года (рассматриваем кандидатов без опыта работы) ,Полный день,Электронный документооборот|MS Outlook|Информационная безопасность|Технические системы и средства безопасности|Информационные технологии|Умение работать в команде|Пользователь ПК|Аналитическое мышление|,Условия: Официальное трудоустройство согласно ТК РФГрафик работы: 5/2Работа в Отделе информационных технологий и телемедициныЗаработная плата 2 раза в месяцЛьготное питаниеБесплатная парковка
23,Екатеринбург,Абак-Пресс,Федеральный портал Пульс цен ищет в свою команду Интернет-маркетолога для ведения проектов по доработке сайтов клиентов портала. ,,Полная занятость,От 1 года до 3 лет,,,Интернет-маркетолог,2020-12-24T12:57:02+0300,,Полный день,,"Условия работы: Позитивная профессиональная команда.Поможем разобраться в нашей предметной области.Возможности карьерного и профессионального роста.График 5/2, понедельник-пятница.Офис в шаговой доступности от м. Геологическая и ТЦ «Гринвич». Сейчас мы работаем удаленно из дома."
24,Екатеринбург,Егоров Вячеслав Васильевич,"MediaTen — это больше тринадцати крутых разработчиков с опытом от полугода до 6 лет. Мы делаем современные сайты, разрабатываем онлайн-сервисы, web/mobile приложения с 2011 года. ",,Полная занятость,От 1 года до 3 лет,120000,65000,Laravel,2020-12-21T11:05:59+0300,,Полный день,JavaScript|MySQL|PHP5|Yii|Laravel|,
25,Екатеринбург,ЭнергосбыТ Плюс,,Обязанности: Развитие функциональности (доработка) СЭД Directum.Администрирование СЭД Directum;Поддержка пользователей СЭД Directum; ,Полная занятость,От 1 года до 3 лет,,,Информационные технологии,2020-12-24T06:46:35+0300,Требования: Высшее образование (в сфере ИТ) ,Гибкий график,Электронный документооборот|Документооборот|СЭД|Информационные технологии|,"Условия: Возможность выбора офиса в ЕкатеринбургеГибкий график работы (начало рабочего дня с 8.00 до 9.30)Регулярное прохождение профессиональных курсов повышения квалификацииВозможность карьерного и профессионального ростаДополнительная расширенная медицинская страховка, включая стоматологиюКорпоративная мобильная связьМолодой, сплоченный, отзывчивый коллективУдобный современный офис"
26,Среднеуральск,"САМСОН, ГРУППА КОМПАНИЙ",,"Обязанности: доработка конфигурации 1С ERP 2 (УТ 11) по этапам - реализация заказа на разработку программного обеспечения, тестирование, документирование внесенных изменений;участие в процессе архитектурного анализа требований заказчика к информационной системе;методическая поддержка пользователей по процессам поддерживаемой конфигурации. ",Полная занятость,От 1 года до 3 лет,,70000,Младший программист 1С 8.3 (Среднеуральск),2020-12-24T09:37:12+0300,"Требования: высшее образование;опыт программирования на платформе 1С 8.2/8.3 на управляемых формах;приветствуется опыт доработки высоконагруженных конфигураций 1С УПП/ ERP, оптимизации производительности, отладки больших SQL запросов и коллективной разработки;будет преимуществом опыт ведения разработки по методологии Continuous Integration.",Полный день,,"Условия: официальное трудоустройство;&quot;белая&quot; заработная плата от 70 000 руб. (&quot;на руки&quot; 60 900 руб.);график работы 5/2, с 9-00 до 18-00;корпоративное обучение;комфортные условия труда;корпоративная скидка на продукцию компании. "
27,,World Wine List,,"Обязанности: Разработка архитектуры сложного SPA приложения. А также в дальнейшем приложений с SSR. Проект новый - можно влиять участвовать и предлагать новые решения. Разработка ведется по спринтам.Анализ требований заказчика, согласование постановок с аналитикам и продакт-менеджерами;Разработка концепций, архитектурных решений и подходов к реализации;Разработка нового функционала и оптимизация существующей кодовой базы;Обеспечение требуемого качества исходных текстов кода (code review, покрытие кода автотестами и пр.); ",Полная занятость,От 3 до 6 лет,,150000,React Apollo,2020-12-11T08:56:51+0300,,Удаленная работа,React|GraphQL|PostgreSQL|Git|Atlassian Jira|ООП|SQL|HTML5|Figma|Webpack|Babel|React Apollo|,"Условия: Международный проект;Высококвалифицированная и дружная команда;Гибкий график, с возможностью работать удаленно, но при желании можно в офисе в центре Перми;Конкурентный уровень дохода, официальное трудоустройство и “белая” зарплата;Бонусы от компаний партнеров."
28,Екатеринбург,Сохо-Сервис,Активно развивающейся Компании IT-аутсорсинга требуется специалист технической поддержки на полный рабочий день.   ,Обязанности: Работа по заявкам пользователей (удаленное подключение) или работы на выезде ,Полная занятость,От 1 года до 3 лет,50000,42000,Настройка ПК,2020-12-07T16:10:15+0300,"Требования: Опыт администрирования Windows уровня эксперт: установка, тонкая настройка, диагностика и устранение аппаратных и программных сбоевЗнание аппаратной части ПК и ноутбуков: сборка, замена любых комплектующих (ЦП, память, диски, сетевые карты), диагностика с помощью спец. ПО (различные утилиты и загрузочные диски)Знание технологий ЛВС: понимание основных принципов работы, настройка последней мили (обжатие пачкордов, распараллеливание портов, кроссирование плинтов и патч-панелей)Знание и навыки работы с серверными версиями ОС Windows/Linux приветствуются, но не обязательныГрамотная речь, умение общаться с пользователями на их языке, стрессоустойчивость ",Полный день,Linux|Техническая поддержка|Настройка ПО|Администрирование сетевого оборудования|Настройка сетевых подключений|Информационные технологии|LAN|Администрирование|Windows Os|Выездное обслуживание|Windows 7|Сборка ПК|Ремонт ПК|Настройка ПК|,"Условия: График работы с 9 до 18, 5/2 без переработкиВеселый дружный ИТ-коллектив Все заявки приходят через веб-портал (хелпдеск), равномерно распределяются среди сотрудников техподдержки. Имеется wiki со справочной информацией. Значительная часть настроек клиентских ПК автоматизирована - прописывание баз 1С, установка ПО и прочее.  Центр города, перспективы развития в ИТ-сфере, профессиональный карьерный рост. "
29,,Яндекс,"Коммерческие решения Турбо — это сервис, который помогает бизнесу создавать электронные площадки и интегрироваться на разных уровнях экосистемы Яндекса, а покупателям — находить и оплачивать товары. Мы работаем рад тем, чтобы коммерческие решения Турбо становились всё более удобными для пользователей и более выгодными для бизнеса. Мы оптимизируем производительность рантайма, чтобы сохранить скорость работы Турбо-магазинов, добавляем новую функциональность (персональные рекомендации товаров, отправка заказов, поиск предложений). Для бизнеса мы создаем процессы, чтобы автоматически извлекать дополнительную информацию о магазине: категории, популярность, отзывы о товарах. Всё это позволяет построить полноценный интернет-магазин на основе только YML-фида с данными.   Что нужно делать: разрабатывать бизнес-логику;внедрять новый код в рантайм поиска;заниматься бизнес-аналитикой;проводить A/B-эксперименты и разбирать их результаты;строить системы мониторинга здоровья сервисов;выполнять другие задачи, которые у нас возникают.   Мы ждем, что вы: хорошо знаете C++ и Python или разрабатывали на похожих языках и готовы переучиться;ориентированы на то, чтобы создавать качественный продукт;готовы погружаться в новые технологии.   Будет плюсом, если вы: знакомы с машинным обучением, базами данных, computer science;имеете опыт промышленной разработки на C++;проектировали и разрабатывали распределенные высоконагруженные сервисы. Но ничего страшного, если вы чего-то из этого не умеете — мы научим. Будем рады вам в нашем дружном коллективе!",,Полная занятость,От 3 до 6 лет,,,PostgreSQL,2020-12-22T09:42:32+0300,,Полный день,C++|Python|PostgreSQL|,
