,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
10,,HEADS and HANDS,,,Полная занятость,От 1 года до 3 лет,,,Rest API,2020-12-16T17:56:29+0300,"Требования: • Javascript ECMAScript 2020, TypeScript; • Современный HTML, CSS и SCSS. Уметь кроссбраузерно верстать используя гриды и флексы, не забывая о PixelPerfect; • Опыт коммерческой разработки на Vue.js от 1 года, большой плюс если есть опыт работы с Nuxt.js; • Готовность работать в команде (Git / GitFlow, Jira / Redmine); • Понимание что такое и как работает HTTP(S), REST API;   ",Удаленная работа,JavaScript|Git|CSS|jQuery|HTML|vue.js|nuxt.js|Rest API|,"Условия: • Удаленный формат, гибкий график. • Официальное оформление с первого дня, (оклад + ставка, суммы обсуждаемы). • Отлаженные процессы разработки, код-ревью от тимлида. • Работа над проектом в команде опытных программистов, QA, дизайнеров и проджект-менеджера. Они всегда на связи и готовы помочь, если возникают трудности."
11,,НТА,,Обязанности: Подсчёт людей по видеозаписям;Предоставление отчётов в Excel. ,Полная занятость,Нет опыта,20000,13000,Электронная почта,2020-12-24T11:24:15+0300,"Требования: Усидчивость, ответственность, внимательность;Уверенный пользователь ПК («Excel», «Word», программа «Skype», электронная почта);Стабильный, безлимитный интернет со скоростью от 10 МБАктуальная электронная почта в резюме и логин в skype;Опыт не требуется. ",Удаленная работа,Пользователь ПК|Высокая скорость печати|Skype|Электронная почта|,"Условия: Работа в крупной, стабильной транспортной компании;График работы 5/2, с гибким режимом времени работы - Вы самостоятельно планируете свой рабочий день;Оплачиваемый отпуск 28 дней;Бесплатное обучение, помощь и поддержка на всех этапах работы;Удалённая работа на дому.Оформление по договору   "
12,Казань,МИЛКОМ,,,Полная занятость,От 1 года до 3 лет,54000,,Специалист технической поддержки (участие в разработках проектов),2020-12-17T16:45:26+0300,"В зону ответственности будет входить: Разработка концепций, тех.заданий на техническое перевооружение производственных площадок;Внедрение проекта в соответствии с техническими требованиями и определенными критериями успеха проекта;Использование стандартов компании в новых проектах (участие в разработках стандартов);Разработка устава проекта с четкими и измеримыми целями (не касательно проектов Адванты);Разработка нового и модернизация существующего оборудования с учетом применения практик &quot;ТРМ&quot;;Создание и поддержка системы инженерной документации площадки (но не более Layout, PID, балансовых схем, тех.карт), поддержка программного инструмента технического обслуживания;Участие в программах по снижению потерь на производстве, по снижению потерь технической службы (MTBF, MTTR, MTBS);Организация работы смежных служб над проектами;Организация безопасной работы подрядных организаций на территории площадки на вмененных проектах;Оценка рисков по текущим проектам и по реализованным проектам;Участие в старт-ап команде проекта для поддержки по необходимым для вертикального запуска оборудования потребностям;Управление изменениями проекта.   ",Сменный график,,
13,,Пятёрочка,,,Полная занятость,От 1 года до 3 лет,,,Test case,2020-12-24T11:33:52+0300,"Требования: Опыт в тестировании от 2-х летХорошие навыки тест-дизайнаОпыт работы с инструментами ИТ (SoapUI, Postman, и т.д)Опыт работы с базами данных (Oracle, PostgreSQL, FireBird)Хорошие коммуникативные навыкиЗнание SQL на уровне написания простых запросовЗнание методологий тестирования ",Полный день,Atlassian Jira|SQL|PostgreSQL|Linux|Test case|,Условия: Официальное трудоустройство согласно ТК РФ;Премия по итогам года;ДМС после испытательного срока;Обучение и тренинги за счет компании;Возможность гибкого графика;Скидки на абонемент в Спортивный комплекс;Экологически чистый район в часе дороги от центра 3й столицы России.
14,,Andersen,Международная аутсорсинговая IT компания ,,Полная занятость,От 3 до 6 лет,,,NLP,2020-12-14T17:39:57+0300,Требования: - опыт работы и/или хорошие знания ,Полный день,Python|Django Framework|Git|SQL|Agile Project Management|NLP|,
15,Казань,Трансавто,,Обязанности: 1. Подключение и контроль за ИТ-сервисами ,Полная занятость,От 1 года до 3 лет,,20000,Turbo Pascal,2020-12-23T11:05:01+0300,"Требования: сотрудник, управляющий информационными процессами. Нужно разбираться не только в технических аспектах IT-среды, но и в вопросах ее взаимодействия с другими сферами: финансовой, кадровой, рыночной. Задача менеджера внутри фирмы: знать цели развития бизнеса ",Полный день,Linux|Информационные технологии|Техническая поддержка|Mac Os|Turbo Pascal|,
16,Казань,Стандарт Экспресс,"Компания ООО «Стандарт Экспресс» предоставляем погрузочно-разгрузочные услуги по всей России с 2014 года. Мы активно растём и приглашаем в команду СММ специалиста. Требуются СММ специалист с опытом настройки и ведения контекстной рекламы   Обязанности:   Написание промо-текстов по продуктам компании Написание продающих заголовков для рекламы Настройка и ведение контекстной рекламы Написание текстов для презентаций Ведение социальных сетей Подготовка плана продвижения (стратегия) страниц в социальных сетях (без таргетированной рекламы)     Требования:   Желательный опыт работы от 6 мес. Базовые знания Photoshop (будет преимуществом) Филологическое образование (будет преимуществом) Развитая насмотренность Грамотность, Креатив   УСЛОВИЯ ТРУДА:   Работа в офисе, не удалённая! График работы: 5\2 с 9:00-17:00 Оплата 20 000 т.р Офис находится в центре Казани, ул. Овражная (в 10 минутах ходьбы от станции метро Пл. Тукая) Отпуск: 1-2 раза в год, 28 календарных дней Корпоративные мероприятия  ","Компания ООО «Стандарт Экспресс» предоставляем погрузочно-разгрузочные услуги по всей России с 2014 года. Мы активно растём и приглашаем в команду СММ специалиста. Требуются СММ специалист с опытом настройки и ведения контекстной рекламы   Обязанности:   Написание промо-текстов по продуктам компании Написание продающих заголовков для рекламы Настройка и ведение контекстной рекламы Написание текстов для презентаций Ведение социальных сетей Подготовка плана продвижения (стратегия) страниц в социальных сетях (без таргетированной рекламы)     Требования:   Желательный опыт работы от 6 мес. Базовые знания Photoshop (будет преимуществом) Филологическое образование (будет преимуществом) Развитая насмотренность Грамотность, Креатив   УСЛОВИЯ ТРУДА:   Работа в офисе, не удалённая! График работы: 5\2 с 9:00-17:00 Оплата 20 000 т.р Офис находится в центре Казани, ул. Овражная (в 10 минутах ходьбы от станции метро Пл. Тукая) Отпуск: 1-2 раза в год, 28 календарных дней Корпоративные мероприятия  ",Полная занятость,От 1 года до 3 лет,,20000,Продвижение объекта,2020-12-16T08:57:20+0300,"Компания ООО «Стандарт Экспресс» предоставляем погрузочно-разгрузочные услуги по всей России с 2014 года. Мы активно растём и приглашаем в команду СММ специалиста. Требуются СММ специалист с опытом настройки и ведения контекстной рекламы   Обязанности:   Написание промо-текстов по продуктам компании Написание продающих заголовков для рекламы Настройка и ведение контекстной рекламы Написание текстов для презентаций Ведение социальных сетей Подготовка плана продвижения (стратегия) страниц в социальных сетях (без таргетированной рекламы)     Требования:   Желательный опыт работы от 6 мес. Базовые знания Photoshop (будет преимуществом) Филологическое образование (будет преимуществом) Развитая насмотренность Грамотность, Креатив   УСЛОВИЯ ТРУДА:   Работа в офисе, не удалённая! График работы: 5\2 с 9:00-17:00 Оплата 20 000 т.р Офис находится в центре Казани, ул. Овражная (в 10 минутах ходьбы от станции метро Пл. Тукая) Отпуск: 1-2 раза в год, 28 календарных дней Корпоративные мероприятия  ",Полный день,Adobe Photoshop|Грамотная речь|Грамотность|Креативность|Пользователь ПК|Социальные сети|Продвижение объекта|,
17,,ТФ Кондитер Класс,,Обязанности: Заведение карточек на МаркетПлейс &quot;Озон&quot; (кондитерские изделия и детские сладости)Грамотное и качественное заполнение карточки товара до статуса: &quot;Готов к продаже&quot; ,Проектная работа,От 1 года до 3 лет,,,Пользователь ПК,2020-12-07T15:23:08+0300,Требования: Работа удаленно;,Удаленная работа,Грамотность|Электронная почта|Пользователь ПК|,Условия: Сдельная работа за каждую карточку (необходимо завести 200 карточек по 20руб.каждая);Проектная работа.
18,Иннополис,Маркетплейс-технологии,,Обязанности: Общение с продавцами;Развитие продавцов для увеличения продаж;Анализ факторов увеличения прибыли по действующим продавцам и поиск слабых зон;Сопровождение продавцов по всем текущим вопросам работы маркетплейса;Анализ насыщенности товаров в категориях;Взаимодействие с кросс-функциональными подразделениями;Продажа дополнительных услуг продавцам для увеличения объема продаж. ,Полная занятость,От 1 года до 3 лет,,70000,Управление продажами,2020-12-05T08:41:26+0300,"Требования: Грамотная устная и письменная речь;Навыки активных продаж;Опыт работы с В2В партнерами;Нацеленность на результат, успешный опыт выполнения планов продаж.;Активная жизненная позиция;Внимательность и ответственность; ",Полный день,Грамотная речь|Пользователь ПК|Работа в команде|Грамотность|Ведение переговоров|Управление продажами|,Условия: Работа в динамично развивающейся компании;Широкие возможности для вашей реализации и развития;Белая заработная плата от 70 000 руб.;Оформление по ТК РФ;График работы 5/2;Время работы с 9.00 до 18.00;Офис класса &quot;А&quot;;Скидки на посещение спорткомплекса и изучение английского языка.
19,,Тинькофф,"Мы пишем финансовые приложения для мобильных устройств, которые уже сегодня обслуживают сотни тысяч клиентов каждый день. Если ты хочешь создавать технологичные, оригинальные приложения и у тебя есть опыт создания массовых сетевых приложений, будем рады видеть тебя в нашей команде. ",,Полная занятость,От 1 года до 3 лет,,,IOS разработчик,2020-12-28T11:48:59+0300,,Полный день,,"Мы предлагаем: достойную твоего профессионального уровня зарплату, размер обсудим на собеседовании;хорошо оборудованное рабочее место с возможностью выбора: Mac/Win в офисе класса А;забота о здоровье: полис ДМС и страховка от несчастных случаев для тебя и льготные условия страхования для близких;компенсация 50% на спорт;компенсация обедов, такси;профессиональное развитие: проводим митапы, тренинги и мастер-классы;огромную tech-библиотеку в твоё распоряжение;скидка 30% на КАСКО в СК Тинькофф и другие специальные условия на продукты Тинькофф."
20,,Аватарико,"AVATARICO We create wow-factor experiences for the mass audience We work  worldwide  with b2b clients  in the location-based entertainment market  We are the first company to develop a VR escape game for location-based entertainment. We sold our games to more than 100 gaming centers across the globe — that makes our sales department the best in the niche. In 2019 we signed a contract with a distributor in the US. Our expertise is AR/VR development. The market will be huge in the next decade thanks to investments by Google, Facebook, and Apple. Right now, our expertise in the field is unique, and its value is only going to grow in the nearest future. Our goal is to nail it down with your help. The market is growing rapidly, our clients are pioneers. So, we must run as fast as we can just to stay on top of the game. And if you want to go anywhere you must run twice as fast as that. ",,Полная занятость,От 1 года до 3 лет,100000,50000,B2B Продажи,2020-12-18T10:01:46+0300,,Удаленная работа,Negotiation skills|Английский язык|Sales Management|Холодные звонки|Холодные продажи|B2B Продажи|,
21,,Атос АйТи Солюшенс энд Сервисез,,"Обязанности: сбор, формализация и согласование требований с Заказчиком;анализ и описание модели данных;описание и согласование изменений пользовательских интерфейсов;спецификация ожидаемой бизнес-логики поведения системы (basic, exception flows)подготовка документации (бизнес-требования, функциональные спецификации, описания бизнес-процессов, аналитические записки и т.д.);подготовка и проведение презентаций для внутренней команды и Заказчика.сбор информации, описание и моделирование текущих бизнес-процессов AS IS (Visio, ARIS etc.);анализ эффективности текущих бизнес-процессов, выработка предложений по их оптимизации (TO BE), а также согласование с Заказчиком. ",Полная занятость,Более 6 лет,,,Бизнес-анализ,2020-12-07T09:22:53+0300,"Обязанности: сбор, формализация и согласование требований с Заказчиком;анализ и описание модели данных;описание и согласование изменений пользовательских интерфейсов;спецификация ожидаемой бизнес-логики поведения системы (basic, exception flows)подготовка документации (бизнес-требования, функциональные спецификации, описания бизнес-процессов, аналитические записки и т.д.);подготовка и проведение презентаций для внутренней команды и Заказчика.сбор информации, описание и моделирование текущих бизнес-процессов AS IS (Visio, ARIS etc.);анализ эффективности текущих бизнес-процессов, выработка предложений по их оптимизации (TO BE), а также согласование с Заказчиком. ",Полный день,CRM|Salesforce|Бизнес-анализ|,"Условия: офис г. Москва/г.Воронеж/г.Краснодар, "
22,,Пятёрочка,"Мы создаем уникальную IT-экосистему для ведущего ритейлера в России. Она заменит существующие решения и будет включать системы управления бизнес-процессами в магазинах и распределительных центрах, системы управления логистикой, ценообразованием, программами лояльности и т.п. Мы ориентируемся на продуктовые подходы к разработке и передовые технологии, среди которых микросервиcная архитектура, DevOps и облачная инфраструктура. Сейчас мы находимся на стадии запуска проекта, поэтому у наших сотрудников есть возможность участвовать в проектировании и принятии стратегических решений, влиять на состав команды и процессы разработки. Наш целевой стек: Java 11+, Spring Boot, Spring Cloud, Netflix, PostgreSQL. Работаем в окружении CI/CD на GitLab, Apache Maven, Jira, Confluence. ",,Полная занятость,От 1 года до 3 лет,,,SQL,2020-12-24T11:14:17+0300,"Требования к кандидату Опыт разработки на Java не менее двух лет, участие в коммерческих проектах;Уверенное знание языка Java 7+ и основных пакетов стандартной библиотеки;Опыт применения СУБД для работы с данными, умение составлять SQL запросы;Опыт применения основных пакетов Spring Framework и Spring Boot;Навыки работы с Apache Maven для сборки и публикации артефактов;Опыт командной разработки с использованием git или другой системы контроля версий;Понимание и опыт применения принципов ООП. ",Полный день,Java|Java Servlets|JDBC|Apache Tomcat|SQL|,Условия Официальное трудоустройство согласно ТК РФ;Премия по итогам года;ДМС после испытательного срока;Обучение и тренинги за счет компании;Возможность гибкого графика;Скидки на абонемент в Спортивный комплекс;Экологически чистый район в часе дороги от центра 3й столицы России.
23,Казань,Эттон,"Основными направлениями работы компании являются системы автоматизации для корпоративного сектора и электронного правительства. В связи развитием компании и открытием новых проектов, приглашаем в нашу команду опытного менеджера по продажам для решения амбициозных задач. ","Обязанности: Холодные звонки и рассылка с целью поиска новых заказчиков;Выявление потребностей и запросов;Выставление коммерческих предложений;Ведение переговоров с лицом, принимающим решение;Ведение отчетности в CRM;Заключение договоров с заказчиками;Контроль оплаты по заключенным договорам. ",Полная занятость,От 3 до 6 лет,,,Заключение договоров,2020-12-16T10:58:59+0300,"Требования: Опыт работы в ИТ, знание специфики ИТ - рынка;Опыт продаж ИТ - продуктов обязателен;Знание специфики рынка государственных заказчиков будет преимуществом. ",Полный день,Ведение переговоров|Холодные продажи|CRM|B2B Продажи|Заключение договоров|,"Условия: Интересная работа в команде профессионалов;Возможность участия в продвижении социально значимых проектов;Офис в центре города;График работы 5/2 (стабильные выходные - суббота, воскресенье, праздничные дни);Трудоустройство по ТК РФ;Молодой, дружный коллектив."
24,,Пятёрочка,"Одна из крупнейших Retail-сетей в России открывает в Иннополисе Центр разработки. Развиваем один из самых масштабных проектов нашей компании, более 14 000 инсталляций, сотни тысяч пользователей. Программное обеспечение полностью управляет экосистемой магазина (товародвижение, акции, цены, аппаратная инфраструктура). Запускаем команды разработки. Команды разделены по бизнес-кейсам. Работы планируем по гибким методологиям.. Цель - модернизация платформы, которая объединяет все процессы работы компании от заказа товаров до рабочего места кассира.   ",,Полная занятость,От 1 года до 3 лет,,,Java SE,2020-12-24T11:12:38+0300,"Требования: Опыт работы с инструментами АТ (Selenium WD, Appium, Espresso, UIAutomator, XCTest, XCUITest) от 1-го года;Опыт программирования на одном из языков (Java, Kotlin, Python, Swift и т.д.) от 1-го года;Опыт работы с (не)реляционными БД (написание запросов);Опыт тестирования backend (REST API, SOAP, WebSocket и т.п.);Опыт работы с брокерами сообщений (RabbitMQ, ActiveMQ, Kafka и т.п.);Опыт работы с TMS (HP ALM, Zephyr, TestRail);Опыт работы с инструментами CI/CD (Jenkins, GitLab CI);Опыт работы с системами версионного контроля;Опыт тестирования приложений, основанных на микросервисной архитектуре;Опыт работы с Docker-контейнерами;Знание моделей процесса разработки ПО;Знание основ работы с *nix системами.   ",Полный день,Python|Java|Linux|SQL|Java SE|,Условия: Официальное трудоустройство согласно ТК РФ;Премия по итогам года;ДМС после испытательного срока;Обучение и тренинги за счет компании;Возможность гибкого графика;Скидки на абонемент в Спортивный комплекс;Экологически чистый район в часе дороги от центра 3й столицы России.
25,,Онлайнхим,,,Частичная занятость,От 1 года до 3 лет,,70000,Проведение тестирований,2021-01-09T00:16:01+0300,,Удаленная работа,Маркетинговый анализ|Аналитическое мышление|Управление временем|Аналитика|Проведение тестирований|,"Чем предстоит заниматься: Выполнение плана по входящему трафику с плановым бюджетом, Ведение аналитикиУправление текущими подрядчиками (Instagram, VKontakte, TikTok, YouTube)Постоянный поиск новых подрядчиков с более выгодными условиями сотрудничества (полный цикл от поиска до вывода на сотрудничество)Проведение А/В тестированийАнализ воронок продаж с целью улучшения качества маркетинга (конкретных источников трафика) "
26,город Иннополис,Университет Иннополис,,"Обязанности: Создавать новые продукты и развивать существующие;Выявлять узкие места в процессах существующих продуктов и предлагать решения по их устранению;Выстраивать взаимодействие с бизнес юнитом: сбор требований, управление ожиданиями, согласование бэклога и приоритетов, согласование приемки продуктов;Принимать участие в формировании долгосрочной продуктовой стратегии команды и планов по созданию продуктов;Проводить исследования вместе с аналитиками, формировать и валидировать гипотезы;Выстраивать бизнес-модель и планировать вывод продукта/сервиса на рынок. Отвечать за ценообразование и коммерциализацию продукта/сервиса;Формировать и трансформировать глобальные задачи бизнес в дорожную карту продукта. Формировать план релизов - скоуп требований на ближайший релиз, цели релиза и т.д;Обеспечивать процесс взаимодействия со смежными подразделениями в рамках реализации продуктов;Управлять кросс-функциональной командой: контролировать выполнение работ, управлять мотивацией и формировать единое информационное поле ",Полная занятость,От 3 до 6 лет,,,Прототипирование,2020-12-15T17:02:24+0300,"Требования: Умение работать с гипотезами, проводить исследования, формировать продуктовые метрикиОпыт управления требованиями, создания прототипов и доведение их до продуктива, дальнейшего развития продуктаУмение выстраивать взаимодействие со стейкхолдерамиНавыки аналитики и самостоятельной работы с даннымиСистемное мышление и умение структурировать большие объемы информацииРазвитые навыки проведения презентаций, глубинных интервьюЗнание английского языка на уровне upper intermediate и выше ",Полный день,Управление проектами|Бизнес-анализ|UX|Разработка ПО|Управление продуктом|Прототипирование|,Условия: возможность присоединиться к команде профессионалов;возможность развития и роста (при достижении поставленных целей масштабы деятельности будут увеличиваться);оформление по ТК РФ;конкурентоспособная заработная плата: оклад и бонусы;работа в современном комфортабельном офисе в г. Иннополис;дружный и отзывчивый молодой коллектив;богатая программа корпоративных мероприятий;бесплатный трансфер Казань - Иннополис - Казань;корпоративный ДМС;Сладкий чай и крепкий кофе – без ограничений!
